"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"cnn","100+","November 5, 2025 at 7:50:00 AM UTC+8","November 5, 2025 at 8:50:00 AM UTC+8","cnn","https://trends.google.com/trends/explore?q=cnn&geo=TW&hl=en-US"
"永豐金","100+","November 7, 2025 at 9:20:00 AM UTC+8","November 7, 2025 at 9:50:00 AM UTC+8","永豐金","https://trends.google.com/trends/explore?q=%E6%B0%B8%E8%B1%90%E9%87%91&geo=TW&hl=en-US"
"nvidia 股價","100+","November 8, 2025 at 6:10:00 AM UTC+8","November 8, 2025 at 6:40:00 AM UTC+8","nvidia 股價","https://trends.google.com/trends/explore?q=nvidia%20%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"itf","100+","November 7, 2025 at 10:20:00 AM UTC+8","November 7, 2025 at 10:50:00 AM UTC+8","itf","https://trends.google.com/trends/explore?q=itf&geo=TW&hl=en-US"
"金像電","100+","November 6, 2025 at 9:30:00 AM UTC+8","November 6, 2025 at 10:00:00 AM UTC+8","金像電","https://trends.google.com/trends/explore?q=%E9%87%91%E5%83%8F%E9%9B%BB&geo=TW&hl=en-US"
"良維","100+","November 6, 2025 at 9:50:00 AM UTC+8","November 6, 2025 at 10:20:00 AM UTC+8","良維","https://trends.google.com/trends/explore?q=%E8%89%AF%E7%B6%AD&geo=TW&hl=en-US"
"大亞","100+","November 7, 2025 at 9:40:00 AM UTC+8","November 7, 2025 at 10:10:00 AM UTC+8","大亞","https://trends.google.com/trends/explore?q=%E5%A4%A7%E4%BA%9E&geo=TW&hl=en-US"
"台灣股市","200+","November 5, 2025 at 9:50:00 AM UTC+8","November 5, 2025 at 10:20:00 AM UTC+8","台灣股市","https://trends.google.com/trends/explore?q=%E5%8F%B0%E7%81%A3%E8%82%A1%E5%B8%82&geo=TW&hl=en-US"
"精確","100+","November 5, 2025 at 9:30:00 AM UTC+8","November 5, 2025 at 10:10:00 AM UTC+8","精確","https://trends.google.com/trends/explore?q=%E7%B2%BE%E7%A2%BA&geo=TW&hl=en-US"
"super junior演唱會","100+","November 7, 2025 at 10:00:00 PM UTC+8","November 7, 2025 at 10:20:00 PM UTC+8","super junior演唱會","https://trends.google.com/trends/explore?q=super%20junior%E6%BC%94%E5%94%B1%E6%9C%83&geo=TW&hl=en-US"
"內政部","100+","November 5, 2025 at 10:40:00 AM UTC+8","November 5, 2025 at 11:10:00 AM UTC+8","內政部","https://trends.google.com/trends/explore?q=%E5%85%A7%E6%94%BF%E9%83%A8&geo=TW&hl=en-US"
"airbnb","200+","November 7, 2025 at 12:30:00 AM UTC+8","November 7, 2025 at 12:50:00 AM UTC+8","airbnb","https://trends.google.com/trends/explore?q=airbnb&geo=TW&hl=en-US"
"漢翔","100+","November 5, 2025 at 9:40:00 AM UTC+8","November 5, 2025 at 10:10:00 AM UTC+8","漢翔","https://trends.google.com/trends/explore?q=%E6%BC%A2%E7%BF%94&geo=TW&hl=en-US"
"voo","100+","November 7, 2025 at 7:10:00 AM UTC+8","November 7, 2025 at 7:30:00 AM UTC+8","voo","https://trends.google.com/trends/explore?q=voo&geo=TW&hl=en-US"
"鉅亨網","100+","November 5, 2025 at 6:50:00 AM UTC+8","November 5, 2025 at 7:10:00 AM UTC+8","鉅亨網","https://trends.google.com/trends/explore?q=%E9%89%85%E4%BA%A8%E7%B6%B2&geo=TW&hl=en-US"
"ios 26.1 災情","2K+","November 6, 2025 at 12:30:00 AM UTC+8","November 6, 2025 at 12:50:00 AM UTC+8","ios 26.1 災情,翻譯","https://trends.google.com/trends/explore?q=ios%2026.1%20%E7%81%BD%E6%83%85&geo=TW&hl=en-US"
